id;mode;from_country;from_country_key;to_country;to_country_key;points;year
33249;FINAL;Norwegen;N;Moldau;MD;0;2012
33250;FINAL;Niederlande;NL;Großbritannien;UK;0;2012
33251;FINAL;Niederlande;NL;Ungarn;H;0;2012
33252;FINAL;Niederlande;NL;Albanien;ALB;0;2012
33253;FINAL;Niederlande;NL;Litauen;LIT;1;2012
33254;FINAL;Niederlande;NL;Bosnien-Herzegowina;BIH;0;2012
33255;FINAL;Niederlande;NL;Russland;RUS;4;2012
33256;FINAL;Niederlande;NL;Island;ISL;0;2012
33257;FINAL;Niederlande;NL;Zypern;ZYP;0;2012
33258;FINAL;Niederlande;NL;Frankreich;F;0;2012
33259;FINAL;Niederlande;NL;Italien;I;0;2012
33260;FINAL;Niederlande;NL;Estland;EST;7;2012
33261;FINAL;Niederlande;NL;Norwegen;N;3;2012
33262;FINAL;Niederlande;NL;Aserbaidschan;AZ;0;2012
33263;FINAL;Niederlande;NL;Rumänien;ROM;0;2012
33264;FINAL;Niederlande;NL;Dänemark;DK;0;2012
33265;FINAL;Niederlande;NL;Griechenland;GR;0;2012
33266;FINAL;Niederlande;NL;Schweden;S;12;2012
33267;FINAL;Niederlande;NL;Türkei;TR;8;2012
33268;FINAL;Niederlande;NL;Spanien;E;6;2012
33269;FINAL;Niederlande;NL;Deutschland;D;2;2012
33270;FINAL;Niederlande;NL;Malta;MAL;0;2012
33271;FINAL;Niederlande;NL;Mazedonien;MAZ;0;2012
33272;FINAL;Niederlande;NL;Irland;IRL;5;2012
33273;FINAL;Niederlande;NL;Serbien;SRB;10;2012
33274;FINAL;Niederlande;NL;Ukraine;UKR;0;2012
33275;FINAL;Niederlande;NL;Moldau;MD;0;2012
33276;FINAL;Portugal;POR;Großbritannien;UK;0;2012
33277;FINAL;Portugal;POR;Ungarn;H;0;2012
33278;FINAL;Portugal;POR;Albanien;ALB;0;2012
33279;FINAL;Portugal;POR;Litauen;LIT;0;2012
33280;FINAL;Portugal;POR;Bosnien-Herzegowina;BIH;0;2012
33281;FINAL;Portugal;POR;Russland;RUS;8;2012
33282;FINAL;Portugal;POR;Island;ISL;0;2012
33283;FINAL;Portugal;POR;Zypern;ZYP;0;2012
33284;FINAL;Portugal;POR;Frankreich;F;0;2012
33285;FINAL;Portugal;POR;Italien;I;2;2012
33286;FINAL;Portugal;POR;Estland;EST;7;2012
33287;FINAL;Portugal;POR;Norwegen;N;0;2012
33288;FINAL;Portugal;POR;Aserbaidschan;AZ;0;2012
33289;FINAL;Portugal;POR;Rumänien;ROM;4;2012
33290;FINAL;Portugal;POR;Dänemark;DK;0;2012
33291;FINAL;Portugal;POR;Griechenland;GR;0;2012
33292;FINAL;Portugal;POR;Schweden;S;3;2012
33293;FINAL;Portugal;POR;Türkei;TR;0;2012
33294;FINAL;Portugal;POR;Spanien;E;12;2012
33295;FINAL;Portugal;POR;Deutschland;D;10;2012
33296;FINAL;Portugal;POR;Malta;MAL;0;2012
33297;FINAL;Portugal;POR;Mazedonien;MAZ;0;2012
33298;FINAL;Portugal;POR;Irland;IRL;0;2012
33299;FINAL;Portugal;POR;Serbien;SRB;5;2012
33300;FINAL;Portugal;POR;Ukraine;UKR;1;2012
33301;FINAL;Portugal;POR;Moldau;MD;6;2012
33302;FINAL;Rumänien;ROM;Großbritannien;UK;0;2012
33303;FINAL;Rumänien;ROM;Ungarn;H;7;2012
33304;FINAL;Rumänien;ROM;Albanien;ALB;1;2012
33305;FINAL;Rumänien;ROM;Litauen;LIT;0;2012
33306;FINAL;Rumänien;ROM;Bosnien-Herzegowina;BIH;0;2012
33307;FINAL;Rumänien;ROM;Russland;RUS;4;2012
33308;FINAL;Rumänien;ROM;Island;ISL;0;2012
33309;FINAL;Rumänien;ROM;Zypern;ZYP;2;2012
33310;FINAL;Rumänien;ROM;Frankreich;F;0;2012
33311;FINAL;Rumänien;ROM;Italien;I;0;2012
33312;FINAL;Rumänien;ROM;Estland;EST;0;2012
33313;FINAL;Rumänien;ROM;Norwegen;N;0;2012
33314;FINAL;Rumänien;ROM;Aserbaidschan;AZ;0;2012
33315;FINAL;Rumänien;ROM;Dänemark;DK;0;2012
33316;FINAL;Rumänien;ROM;Griechenland;GR;8;2012
33317;FINAL;Rumänien;ROM;Schweden;S;10;2012
33318;FINAL;Rumänien;ROM;Türkei;TR;3;2012
33319;FINAL;Rumänien;ROM;Spanien;E;6;2012
33320;FINAL;Rumänien;ROM;Deutschland;D;0;2012
33321;FINAL;Rumänien;ROM;Malta;MAL;0;2012
33322;FINAL;Rumänien;ROM;Mazedonien;MAZ;0;2012
33323;FINAL;Rumänien;ROM;Irland;IRL;0;2012
33324;FINAL;Rumänien;ROM;Serbien;SRB;5;2012
33325;FINAL;Rumänien;ROM;Ukraine;UKR;0;2012
33326;FINAL;Rumänien;ROM;Moldau;MD;12;2012
33327;FINAL;Russland;RUS;Großbritannien;UK;0;2012
33328;FINAL;Russland;RUS;Ungarn;H;0;2012
33329;FINAL;Russland;RUS;Albanien;ALB;0;2012
33330;FINAL;Russland;RUS;Litauen;LIT;5;2012
33331;FINAL;Russland;RUS;Bosnien-Herzegowina;BIH;0;2012
33332;FINAL;Russland;RUS;Island;ISL;0;2012
33333;FINAL;Russland;RUS;Zypern;ZYP;2;2012
33334;FINAL;Russland;RUS;Frankreich;F;0;2012
33335;FINAL;Russland;RUS;Italien;I;0;2012
33336;FINAL;Russland;RUS;Estland;EST;6;2012
33337;FINAL;Russland;RUS;Norwegen;N;0;2012
33338;FINAL;Russland;RUS;Aserbaidschan;AZ;10;2012
33339;FINAL;Russland;RUS;Rumänien;ROM;1;2012
33340;FINAL;Russland;RUS;Dänemark;DK;0;2012
33341;FINAL;Russland;RUS;Griechenland;GR;3;2012
33342;FINAL;Russland;RUS;Schweden;S;12;2012
33343;FINAL;Russland;RUS;Türkei;TR;0;2012
33344;FINAL;Russland;RUS;Spanien;E;0;2012
33345;FINAL;Russland;RUS;Deutschland;D;0;2012
33346;FINAL;Russland;RUS;Malta;MAL;0;2012
33347;FINAL;Russland;RUS;Mazedonien;MAZ;0;2012
33348;FINAL;Russland;RUS;Irland;IRL;0;2012
33349;FINAL;Russland;RUS;Serbien;SRB;4;2012
33350;FINAL;Russland;RUS;Ukraine;UKR;8;2012
33351;FINAL;Russland;RUS;Moldau;MD;7;2012
33352;FINAL;Schweden;S;Großbritannien;UK;0;2012
33353;FINAL;Schweden;S;Ungarn;H;0;2012
33354;FINAL;Schweden;S;Albanien;ALB;1;2012
33355;FINAL;Schweden;S;Litauen;LIT;0;2012
33356;FINAL;Schweden;S;Bosnien-Herzegowina;BIH;0;2012
33357;FINAL;Schweden;S;Russland;RUS;7;2012
33358;FINAL;Schweden;S;Island;ISL;0;2012
33359;FINAL;Schweden;S;Zypern;ZYP;12;2012
33360;FINAL;Schweden;S;Frankreich;F;2;2012
33361;FINAL;Schweden;S;Italien;I;0;2012
33362;FINAL;Schweden;S;Estland;EST;8;2012
33363;FINAL;Schweden;S;Norwegen;N;3;2012
33364;FINAL;Schweden;S;Aserbaidschan;AZ;0;2012
33365;FINAL;Schweden;S;Rumänien;ROM;0;2012
33366;FINAL;Schweden;S;Dänemark;DK;0;2012
33367;FINAL;Schweden;S;Griechenland;GR;0;2012
33368;FINAL;Schweden;S;Türkei;TR;6;2012
33369;FINAL;Schweden;S;Spanien;E;4;2012
33370;FINAL;Schweden;S;Deutschland;D;0;2012
33371;FINAL;Schweden;S;Malta;MAL;0;2012
33372;FINAL;Schweden;S;Mazedonien;MAZ;0;2012
33373;FINAL;Schweden;S;Irland;IRL;5;2012
33374;FINAL;Schweden;S;Serbien;SRB;10;2012
33375;FINAL;Schweden;S;Ukraine;UKR;0;2012
33376;FINAL;Schweden;S;Moldau;MD;0;2012
33377;FINAL;Finnland;SF;Großbritannien;UK;0;2012
33378;FINAL;Finnland;SF;Ungarn;H;0;2012
33379;FINAL;Finnland;SF;Albanien;ALB;6;2012
33380;FINAL;Finnland;SF;Litauen;LIT;0;2012
33381;FINAL;Finnland;SF;Bosnien-Herzegowina;BIH;0;2012
33382;FINAL;Finnland;SF;Russland;RUS;8;2012
33383;FINAL;Finnland;SF;Island;ISL;7;2012
33384;FINAL;Finnland;SF;Zypern;ZYP;0;2012
33385;FINAL;Finnland;SF;Frankreich;F;0;2012
33386;FINAL;Finnland;SF;Italien;I;0;2012
33387;FINAL;Finnland;SF;Estland;EST;10;2012
33388;FINAL;Finnland;SF;Norwegen;N;0;2012
33389;FINAL;Finnland;SF;Aserbaidschan;AZ;0;2012
33390;FINAL;Finnland;SF;Rumänien;ROM;0;2012
33391;FINAL;Finnland;SF;Dänemark;DK;5;2012
33392;FINAL;Finnland;SF;Griechenland;GR;0;2012
33393;FINAL;Finnland;SF;Schweden;S;12;2012
33394;FINAL;Finnland;SF;Türkei;TR;0;2012
33395;FINAL;Finnland;SF;Spanien;E;3;2012
33396;FINAL;Finnland;SF;Deutschland;D;1;2012
33397;FINAL;Finnland;SF;Malta;MAL;0;2012
33398;FINAL;Finnland;SF;Mazedonien;MAZ;0;2012
33399;FINAL;Finnland;SF;Irland;IRL;4;2012
33400;FINAL;Finnland;SF;Serbien;SRB;2;2012
33401;FINAL;Finnland;SF;Ukraine;UKR;0;2012
33402;FINAL;Finnland;SF;Moldau;MD;0;2012
33403;FINAL;Slowakei;SLK;Großbritannien;UK;0;2012
33404;FINAL;Slowakei;SLK;Ungarn;H;8;2012
33405;FINAL;Slowakei;SLK;Albanien;ALB;0;2012
33406;FINAL;Slowakei;SLK;Litauen;LIT;0;2012
33407;FINAL;Slowakei;SLK;Bosnien-Herzegowina;BIH;2;2012
33408;FINAL;Slowakei;SLK;Russland;RUS;3;2012
33409;FINAL;Slowakei;SLK;Island;ISL;4;2012
33410;FINAL;Slowakei;SLK;Zypern;ZYP;0;2012
33411;FINAL;Slowakei;SLK;Frankreich;F;0;2012
33412;FINAL;Slowakei;SLK;Italien;I;5;2012
33413;FINAL;Slowakei;SLK;Estland;EST;10;2012
33414;FINAL;Slowakei;SLK;Norwegen;N;0;2012
33415;FINAL;Slowakei;SLK;Aserbaidschan;AZ;6;2012
33416;FINAL;Slowakei;SLK;Rumänien;ROM;0;2012
33417;FINAL;Slowakei;SLK;Dänemark;DK;0;2012
33418;FINAL;Slowakei;SLK;Griechenland;GR;0;2012
33419;FINAL;Slowakei;SLK;Schweden;S;12;2012
33420;FINAL;Slowakei;SLK;Türkei;TR;0;2012
33421;FINAL;Slowakei;SLK;Spanien;E;0;2012
33422;FINAL;Slowakei;SLK;Deutschland;D;0;2012
33423;FINAL;Slowakei;SLK;Malta;MAL;0;2012
33424;FINAL;Slowakei;SLK;Mazedonien;MAZ;1;2012
33425;FINAL;Slowakei;SLK;Irland;IRL;0;2012
33426;FINAL;Slowakei;SLK;Serbien;SRB;7;2012
33427;FINAL;Slowakei;SLK;Ukraine;UKR;0;2012
33428;FINAL;Slowakei;SLK;Moldau;MD;0;2012
33429;FINAL;Slowenien;SLO;Großbritannien;UK;0;2012
33430;FINAL;Slowenien;SLO;Ungarn;H;0;2012
33431;FINAL;Slowenien;SLO;Albanien;ALB;3;2012
33432;FINAL;Slowenien;SLO;Litauen;LIT;0;2012
33433;FINAL;Slowenien;SLO;Bosnien-Herzegowina;BIH;7;2012
33434;FINAL;Slowenien;SLO;Russland;RUS;8;2012
33435;FINAL;Slowenien;SLO;Island;ISL;4;2012
33436;FINAL;Slowenien;SLO;Zypern;ZYP;0;2012
33437;FINAL;Slowenien;SLO;Frankreich;F;0;2012
33438;FINAL;Slowenien;SLO;Italien;I;5;2012
33439;FINAL;Slowenien;SLO;Estland;EST;0;2012
33440;FINAL;Slowenien;SLO;Norwegen;N;0;2012
33441;FINAL;Slowenien;SLO;Aserbaidschan;AZ;0;2012
33442;FINAL;Slowenien;SLO;Rumänien;ROM;0;2012
33443;FINAL;Slowenien;SLO;Dänemark;DK;0;2012
33444;FINAL;Slowenien;SLO;Griechenland;GR;0;2012
33445;FINAL;Slowenien;SLO;Schweden;S;10;2012
33446;FINAL;Slowenien;SLO;Türkei;TR;0;2012
33447;FINAL;Slowenien;SLO;Spanien;E;0;2012
33448;FINAL;Slowenien;SLO;Deutschland;D;2;2012
33449;FINAL;Slowenien;SLO;Malta;MAL;0;2012
33450;FINAL;Slowenien;SLO;Mazedonien;MAZ;6;2012
33451;FINAL;Slowenien;SLO;Irland;IRL;0;2012
33452;FINAL;Slowenien;SLO;Serbien;SRB;12;2012
33453;FINAL;Slowenien;SLO;Ukraine;UKR;0;2012
33454;FINAL;Slowenien;SLO;Moldau;MD;1;2012
33455;FINAL;San Marino;SM;Großbritannien;UK;0;2012
33456;FINAL;San Marino;SM;Ungarn;H;0;2012
33457;FINAL;San Marino;SM;Albanien;ALB;12;2012
33458;FINAL;San Marino;SM;Litauen;LIT;0;2012
33459;FINAL;San Marino;SM;Bosnien-Herzegowina;BIH;0;2012
33460;FINAL;San Marino;SM;Russland;RUS;10;2012
33461;FINAL;San Marino;SM;Island;ISL;0;2012
33462;FINAL;San Marino;SM;Zypern;ZYP;0;2012
33463;FINAL;San Marino;SM;Frankreich;F;0;2012
33464;FINAL;San Marino;SM;Italien;I;7;2012
33465;FINAL;San Marino;SM;Estland;EST;0;2012
33466;FINAL;San Marino;SM;Norwegen;N;0;2012
33467;FINAL;San Marino;SM;Aserbaidschan;AZ;4;2012
33468;FINAL;San Marino;SM;Rumänien;ROM;0;2012
33469;FINAL;San Marino;SM;Dänemark;DK;0;2012
33470;FINAL;San Marino;SM;Griechenland;GR;0;2012
33471;FINAL;San Marino;SM;Schweden;S;3;2012
33472;FINAL;San Marino;SM;Türkei;TR;5;2012
33473;FINAL;San Marino;SM;Spanien;E;1;2012
33474;FINAL;San Marino;SM;Deutschland;D;0;2012
33475;FINAL;San Marino;SM;Malta;MAL;2;2012
33476;FINAL;San Marino;SM;Mazedonien;MAZ;0;2012
33477;FINAL;San Marino;SM;Irland;IRL;0;2012
33478;FINAL;San Marino;SM;Serbien;SRB;6;2012
33479;FINAL;San Marino;SM;Ukraine;UKR;0;2012
33480;FINAL;San Marino;SM;Moldau;MD;8;2012
33481;FINAL;Serbien;SRB;Großbritannien;UK;0;2012
33482;FINAL;Serbien;SRB;Ungarn;H;2;2012
33483;FINAL;Serbien;SRB;Albanien;ALB;1;2012
33484;FINAL;Serbien;SRB;Litauen;LIT;0;2012
33485;FINAL;Serbien;SRB;Bosnien-Herzegowina;BIH;5;2012
33486;FINAL;Serbien;SRB;Russland;RUS;7;2012
33487;FINAL;Serbien;SRB;Island;ISL;0;2012
33488;FINAL;Serbien;SRB;Zypern;ZYP;8;2012
33489;FINAL;Serbien;SRB;Frankreich;F;0;2012
33490;FINAL;Serbien;SRB;Italien;I;0;2012
33491;FINAL;Serbien;SRB;Estland;EST;0;2012
33492;FINAL;Serbien;SRB;Norwegen;N;0;2012
33493;FINAL;Serbien;SRB;Aserbaidschan;AZ;3;2012
33494;FINAL;Serbien;SRB;Rumänien;ROM;0;2012
33495;FINAL;Serbien;SRB;Dänemark;DK;0;2012
33496;FINAL;Serbien;SRB;Griechenland;GR;4;2012
33497;FINAL;Serbien;SRB;Schweden;S;10;2012
33498;FINAL;Serbien;SRB;Türkei;TR;0;2012
33499;FINAL;Serbien;SRB;Spanien;E;0;2012
33500;FINAL;Serbien;SRB;Deutschland;D;0;2012
33501;FINAL;Serbien;SRB;Malta;MAL;6;2012
33502;FINAL;Serbien;SRB;Mazedonien;MAZ;12;2012
33503;FINAL;Serbien;SRB;Irland;IRL;0;2012
33504;FINAL;Serbien;SRB;Ukraine;UKR;0;2012
33505;FINAL;Serbien;SRB;Moldau;MD;0;2012
33506;FINAL;Türkei;TR;Großbritannien;UK;0;2012
33507;FINAL;Türkei;TR;Ungarn;H;1;2012
33508;FINAL;Türkei;TR;Albanien;ALB;5;2012
33509;FINAL;Türkei;TR;Litauen;LIT;0;2012
33510;FINAL;Türkei;TR;Bosnien-Herzegowina;BIH;10;2012
33511;FINAL;Türkei;TR;Russland;RUS;7;2012
33512;FINAL;Türkei;TR;Island;ISL;0;2012
33513;FINAL;Türkei;TR;Zypern;ZYP;0;2012
33514;FINAL;Türkei;TR;Frankreich;F;0;2012
33515;FINAL;Türkei;TR;Italien;I;0;2012
33516;FINAL;Türkei;TR;Estland;EST;0;2012
33517;FINAL;Türkei;TR;Norwegen;N;0;2012
33518;FINAL;Türkei;TR;Aserbaidschan;AZ;12;2012
33519;FINAL;Türkei;TR;Rumänien;ROM;4;2012
33520;FINAL;Türkei;TR;Dänemark;DK;0;2012
33521;FINAL;Türkei;TR;Griechenland;GR;3;2012
33522;FINAL;Türkei;TR;Schweden;S;6;2012
33523;FINAL;Türkei;TR;Spanien;E;0;2012
33524;FINAL;Türkei;TR;Deutschland;D;0;2012
33525;FINAL;Türkei;TR;Malta;MAL;2;2012
33526;FINAL;Türkei;TR;Mazedonien;MAZ;8;2012
33527;FINAL;Türkei;TR;Irland;IRL;0;2012
33528;FINAL;Türkei;TR;Serbien;SRB;0;2012
33529;FINAL;Türkei;TR;Ukraine;UKR;0;2012
33530;FINAL;Türkei;TR;Moldau;MD;0;2012
33531;FINAL;Großbritannien;UK;Ungarn;H;0;2012
33532;FINAL;Großbritannien;UK;Albanien;ALB;0;2012
33533;FINAL;Großbritannien;UK;Litauen;LIT;7;2012
33534;FINAL;Großbritannien;UK;Bosnien-Herzegowina;BIH;0;2012
33535;FINAL;Großbritannien;UK;Russland;RUS;3;2012
33536;FINAL;Großbritannien;UK;Island;ISL;0;2012
33537;FINAL;Großbritannien;UK;Zypern;ZYP;0;2012
33538;FINAL;Großbritannien;UK;Frankreich;F;0;2012
33539;FINAL;Großbritannien;UK;Italien;I;0;2012
33540;FINAL;Großbritannien;UK;Estland;EST;4;2012
33541;FINAL;Großbritannien;UK;Norwegen;N;0;2012
33542;FINAL;Großbritannien;UK;Aserbaidschan;AZ;2;2012
33543;FINAL;Großbritannien;UK;Rumänien;ROM;0;2012
33544;FINAL;Großbritannien;UK;Dänemark;DK;0;2012
33545;FINAL;Großbritannien;UK;Griechenland;GR;0;2012
33546;FINAL;Großbritannien;UK;Schweden;S;12;2012
33547;FINAL;Großbritannien;UK;Türkei;TR;1;2012
33548;FINAL;Großbritannien;UK;Spanien;E;8;2012
33549;FINAL;Großbritannien;UK;Deutschland;D;6;2012
33550;FINAL;Großbritannien;UK;Malta;MAL;5;2012
33551;FINAL;Großbritannien;UK;Mazedonien;MAZ;0;2012
33552;FINAL;Großbritannien;UK;Irland;IRL;10;2012
33553;FINAL;Großbritannien;UK;Serbien;SRB;0;2012
33554;FINAL;Großbritannien;UK;Ukraine;UKR;0;2012
33555;FINAL;Großbritannien;UK;Moldau;MD;0;2012
33556;FINAL;Ukraine;UKR;Großbritannien;UK;0;2012
33557;FINAL;Ukraine;UKR;Ungarn;H;0;2012
33558;FINAL;Ukraine;UKR;Albanien;ALB;0;2012
33559;FINAL;Ukraine;UKR;Litauen;LIT;0;2012
33560;FINAL;Ukraine;UKR;Bosnien-Herzegowina;BIH;0;2012
33561;FINAL;Ukraine;UKR;Russland;RUS;10;2012
33562;FINAL;Ukraine;UKR;Island;ISL;0;2012
33563;FINAL;Ukraine;UKR;Zypern;ZYP;0;2012
33564;FINAL;Ukraine;UKR;Frankreich;F;0;2012
33565;FINAL;Ukraine;UKR;Italien;I;4;2012
33566;FINAL;Ukraine;UKR;Estland;EST;1;2012
33567;FINAL;Ukraine;UKR;Norwegen;N;0;2012
33568;FINAL;Ukraine;UKR;Aserbaidschan;AZ;12;2012
33569;FINAL;Ukraine;UKR;Rumänien;ROM;0;2012
33570;FINAL;Ukraine;UKR;Dänemark;DK;0;2012
33571;FINAL;Ukraine;UKR;Griechenland;GR;5;2012
33572;FINAL;Ukraine;UKR;Schweden;S;6;2012
33573;FINAL;Ukraine;UKR;Türkei;TR;0;2012
33574;FINAL;Ukraine;UKR;Spanien;E;0;2012
33575;FINAL;Ukraine;UKR;Deutschland;D;0;2012
33576;FINAL;Ukraine;UKR;Malta;MAL;7;2012
33577;FINAL;Ukraine;UKR;Mazedonien;MAZ;3;2012
33578;FINAL;Ukraine;UKR;Irland;IRL;0;2012
33579;FINAL;Ukraine;UKR;Serbien;SRB;2;2012
33580;FINAL;Ukraine;UKR;Moldau;MD;8;2012
33581;FINAL;Zypern;ZYP;Großbritannien;UK;0;2012
33582;FINAL;Zypern;ZYP;Ungarn;H;0;2012
33583;FINAL;Zypern;ZYP;Albanien;ALB;4;2012
33584;FINAL;Zypern;ZYP;Litauen;LIT;0;2012
33585;FINAL;Zypern;ZYP;Bosnien-Herzegowina;BIH;0;2012
33586;FINAL;Zypern;ZYP;Russland;RUS;5;2012
33587;FINAL;Zypern;ZYP;Island;ISL;1;2012
33588;FINAL;Zypern;ZYP;Frankreich;F;0;2012
33589;FINAL;Zypern;ZYP;Italien;I;2;2012
33590;FINAL;Zypern;ZYP;Estland;EST;0;2012
33591;FINAL;Zypern;ZYP;Norwegen;N;0;2012
33592;FINAL;Zypern;ZYP;Aserbaidschan;AZ;8;2012
33593;FINAL;Zypern;ZYP;Rumänien;ROM;3;2012
33594;FINAL;Zypern;ZYP;Dänemark;DK;0;2012
33595;FINAL;Zypern;ZYP;Griechenland;GR;12;2012
33596;FINAL;Zypern;ZYP;Schweden;S;10;2012
33597;FINAL;Zypern;ZYP;Türkei;TR;0;2012
33598;FINAL;Zypern;ZYP;Spanien;E;6;2012
33599;FINAL;Zypern;ZYP;Deutschland;D;0;2012
33600;FINAL;Zypern;ZYP;Malta;MAL;0;2012
33601;FINAL;Zypern;ZYP;Mazedonien;MAZ;0;2012
33602;FINAL;Zypern;ZYP;Irland;IRL;0;2012
33603;FINAL;Zypern;ZYP;Serbien;SRB;7;2012
33604;FINAL;Zypern;ZYP;Ukraine;UKR;0;2012
33605;FINAL;Zypern;ZYP;Moldau;MD;0;2012
34629;FINAL;Frankreich;F;Litauen;LIT;0;2013
34630;FINAL;Frankreich;F;Moldau;MD;4;2013
34631;FINAL;Frankreich;F;Finnland;SF;3;2013
34632;FINAL;Frankreich;F;Spanien;E;0;2013
34633;FINAL;Frankreich;F;Belgien;B;5;2013
34634;FINAL;Frankreich;F;Estland;EST;0;2013
34635;FINAL;Frankreich;F;Weißrussland;BRS;0;2013
34636;FINAL;Frankreich;F;Malta;MAL;2;2013
34637;FINAL;Frankreich;F;Russland;RUS;6;2013
34638;FINAL;Frankreich;F;Deutschland;D;0;2013
34639;FINAL;Frankreich;F;Armenien;ARM;7;2013
34640;FINAL;Frankreich;F;Niederlande;NL;0;2013
34641;FINAL;Frankreich;F;Rumänien;ROM;1;2013
34642;FINAL;Frankreich;F;Großbritannien;UK;0;2013
34643;FINAL;Frankreich;F;Schweden;S;0;2013
34644;FINAL;Frankreich;F;Ungarn;H;0;2013
34645;FINAL;Frankreich;F;Dänemark;DK;12;2013
34646;FINAL;Frankreich;F;Island;ISL;0;2013
34647;FINAL;Frankreich;F;Aserbaidschan;AZ;8;2013
34648;FINAL;Frankreich;F;Griechenland;GR;0;2013
34649;FINAL;Frankreich;F;Ukraine;UKR;0;2013
34650;FINAL;Frankreich;F;Italien;I;10;2013
34651;FINAL;Frankreich;F;Norwegen;N;0;2013
34652;FINAL;Frankreich;F;Georgien;GE;0;2013
34653;FINAL;Frankreich;F;Irland;IRL;0;2013
34654;FINAL;Litauen;LIT;Frankreich;F;0;2013
34655;FINAL;Litauen;LIT;Moldau;MD;0;2013
34656;FINAL;Litauen;LIT;Finnland;SF;0;2013
34657;FINAL;Litauen;LIT;Spanien;E;0;2013
34658;FINAL;Litauen;LIT;Belgien;B;0;2013
34659;FINAL;Litauen;LIT;Estland;EST;3;2013
34660;FINAL;Litauen;LIT;Weißrussland;BRS;1;2013
34661;FINAL;Litauen;LIT;Malta;MAL;0;2013
34662;FINAL;Litauen;LIT;Russland;RUS;7;2013
34663;FINAL;Litauen;LIT;Deutschland;D;0;2013
34664;FINAL;Litauen;LIT;Armenien;ARM;0;2013
34665;FINAL;Litauen;LIT;Niederlande;NL;4;2013
34666;FINAL;Litauen;LIT;Rumänien;ROM;0;2013
34667;FINAL;Litauen;LIT;Großbritannien;UK;0;2013
34668;FINAL;Litauen;LIT;Schweden;S;0;2013
34669;FINAL;Litauen;LIT;Ungarn;H;5;2013
34670;FINAL;Litauen;LIT;Dänemark;DK;2;2013
34671;FINAL;Litauen;LIT;Island;ISL;0;2013
34672;FINAL;Litauen;LIT;Aserbaidschan;AZ;12;2013
34673;FINAL;Litauen;LIT;Griechenland;GR;0;2013
34674;FINAL;Litauen;LIT;Ukraine;UKR;10;2013
34675;FINAL;Litauen;LIT;Italien;I;0;2013
34676;FINAL;Litauen;LIT;Norwegen;N;6;2013
34677;FINAL;Litauen;LIT;Georgien;GE;8;2013
34678;FINAL;Litauen;LIT;Irland;IRL;0;2013
34679;FINAL;Moldau;MD;Frankreich;F;0;2013
34680;FINAL;Moldau;MD;Litauen;LIT;0;2013
34681;FINAL;Moldau;MD;Finnland;SF;0;2013
34682;FINAL;Moldau;MD;Spanien;E;0;2013
34683;FINAL;Moldau;MD;Belgien;B;0;2013
34684;FINAL;Moldau;MD;Estland;EST;0;2013
34685;FINAL;Moldau;MD;Weißrussland;BRS;4;2013
34686;FINAL;Moldau;MD;Malta;MAL;0;2013
34687;FINAL;Moldau;MD;Russland;RUS;7;2013
34688;FINAL;Moldau;MD;Deutschland;D;0;2013
34689;FINAL;Moldau;MD;Armenien;ARM;1;2013
34690;FINAL;Moldau;MD;Niederlande;NL;0;2013
34691;FINAL;Moldau;MD;Rumänien;ROM;10;2013
34692;FINAL;Moldau;MD;Großbritannien;UK;0;2013
34693;FINAL;Moldau;MD;Schweden;S;5;2013
34694;FINAL;Moldau;MD;Ungarn;H;0;2013
34695;FINAL;Moldau;MD;Dänemark;DK;6;2013
34696;FINAL;Moldau;MD;Island;ISL;0;2013
34697;FINAL;Moldau;MD;Aserbaidschan;AZ;8;2013
34698;FINAL;Moldau;MD;Griechenland;GR;0;2013
34699;FINAL;Moldau;MD;Ukraine;UKR;12;2013
34700;FINAL;Moldau;MD;Italien;I;0;2013
34701;FINAL;Moldau;MD;Norwegen;N;2;2013
34702;FINAL;Moldau;MD;Georgien;GE;3;2013
34703;FINAL;Moldau;MD;Irland;IRL;0;2013
34704;FINAL;Finnland;SF;Frankreich;F;0;2013
34705;FINAL;Finnland;SF;Litauen;LIT;0;2013
34706;FINAL;Finnland;SF;Moldau;MD;0;2013
34707;FINAL;Finnland;SF;Spanien;E;0;2013
34708;FINAL;Finnland;SF;Belgien;B;3;2013
34709;FINAL;Finnland;SF;Estland;EST;6;2013
34710;FINAL;Finnland;SF;Weißrussland;BRS;0;2013
34711;FINAL;Finnland;SF;Malta;MAL;0;2013
34712;FINAL;Finnland;SF;Russland;RUS;2;2013
34713;FINAL;Finnland;SF;Deutschland;D;0;2013
34714;FINAL;Finnland;SF;Armenien;ARM;0;2013
34715;FINAL;Finnland;SF;Niederlande;NL;8;2013
34716;FINAL;Finnland;SF;Rumänien;ROM;0;2013
